Datasource,Campaign,Daily,Clicks,Impressions
Twitter Ads,DE|SN|Brand,08/02/19,1,5
Twitter Ads,DE|SN|Brand,08/03/19,9,12
Twitter Ads,DE|SN|Brand,08/04/19,6,12
Twitter Ads,DE|SN|Brand,08/05/19,5,8
Twitter Ads,DE|SN|Brand,08/06/19,2,7
Twitter Ads,DE|SN|Brand,08/07/19,5,21
Twitter Ads,DE|SN|Brand,08/08/19,4,16
Twitter Ads,DE|SN|Brand,08/09/19,7,13
Twitter Ads,DE|SN|Brand,08/10/19,4,10
Twitter Ads,DE|SN|Brand,08/11/19,6,10
Twitter Ads,DE|SN|Brand,08/12/19,7,16
Twitter Ads,DE|SN|Brand,08/13/19,8,19
Twitter Ads,DE|SN|Brand,08/14/19,6,17
Twitter Ads,DE|SN|Brand,08/15/19,4,21
Twitter Ads,DE|SN|Brand,08/16/19,3,8
Twitter Ads,DE|SN|Brand,08/17/19,6,9
Twitter Ads,DE|SN|Brand,08/18/19,4,11
Twitter Ads,DE|SN|Brand,08/19/19,2,13
Twitter Ads,DE|SN|Brand,08/20/19,11,19
Twitter Ads,DE|SN|Brand,08/21/19,2,15
Twitter Ads,DE|SN|Brand,08/22/19,2,8
Twitter Ads,DE|SN|Brand,08/23/19,5,8
Twitter Ads,DE|SN|Brand,08/24/19,6,7
Twitter Ads,DE|SN|Brand,08/25/19,7,18
Twitter Ads,DE|SN|Brand,08/26/19,4,10
Twitter Ads,DE|SN|Brand,08/27/19,7,11
Twitter Ads,DE|SN|Brand,08/28/19,6,12
Twitter Ads,DE|SN|Brand,08/29/19,8,11
Twitter Ads,DE|SN|Brand,08/30/19,5,15
Twitter Ads,DE|SN|Brand,08/31/19,1,10
Twitter Ads,DE|SN|Brand,09/01/19,4,19
Twitter Ads,DE|SN|Brand,09/02/19,9,19
Twitter Ads,DE|SN|Brand,09/03/19,1,3
Twitter Ads,DE|SN|Brand,09/04/19,7,14
Twitter Ads,DE|SN|Brand,09/05/19,7,13
Twitter Ads,DE|SN|Brand,09/06/19,6,11
Twitter Ads,DE|SN|Brand,09/07/19,2,6
Twitter Ads,DE|SN|Brand,09/08/19,6,14
Twitter Ads,DE|SN|Brand,09/09/19,2,9
Twitter Ads,DE|SN|Brand,09/10/19,3,9
Twitter Ads,DE|SN|Brand,09/11/19,2,11
Twitter Ads,DE|SN|Brand,09/12/19,5,16
Twitter Ads,DE|SN|Brand,09/13/19,4,9
Twitter Ads,DE|SN|Brand,09/14/19,3,7
Twitter Ads,DE|SN|Brand,09/15/19,6,13
Twitter Ads,DE|SN|Brand,09/16/19,3,10
Twitter Ads,DE|SN|Brand,09/17/19,8,15
Twitter Ads,DE|SN|Brand,09/18/19,4,8
Twitter Ads,DE|SN|Brand,09/19/19,3,14
Twitter Ads,DE|SN|Brand,09/20/19,4,12
Twitter Ads,DE|SN|Brand,09/21/19,2,6
Twitter Ads,DE|SN|Brand,09/22/19,4,7
Twitter Ads,DE|SN|Brand,09/23/19,4,16
Twitter Ads,DE|SN|Brand,09/24/19,7,17
Twitter Ads,DE|SN|Brand,09/25/19,3,6
Twitter Ads,DE|SN|Brand,09/26/19,10,19
Twitter Ads,DE|SN|Brand,09/27/19,5,14
Twitter Ads,DE|SN|Brand,09/28/19,6,9
Twitter Ads,DE|SN|Brand,09/29/19,3,13
Twitter Ads,DE|SN|Brand,09/30/19,3,6
Twitter Ads,DE|SN|Brand,10/01/19,5,17
Twitter Ads,DE|SN|Brand,10/02/19,5,14
Twitter Ads,DE|SN|Brand,10/03/19,4,11
Twitter Ads,DE|SN|Brand,10/04/19,4,11
Twitter Ads,DE|SN|Brand,10/05/19,4,12
Twitter Ads,DE|SN|Brand,10/06/19,4,12
Twitter Ads,DE|SN|Brand,10/07/19,5,13
Twitter Ads,DE|SN|Brand,10/08/19,6,13
Twitter Ads,DE|SN|Brand,10/09/19,6,18
Twitter Ads,DE|SN|Brand,10/10/19,11,17
Twitter Ads,DE|SN|Brand,10/11/19,3,9
Twitter Ads,DE|SN|Brand,10/12/19,3,10
Twitter Ads,DE|SN|Brand,10/13/19,5,22
Twitter Ads,DE|SN|Brand,10/14/19,6,19
Twitter Ads,DE|SN|Brand,10/15/19,6,19
Twitter Ads,DE|SN|Brand,10/16/19,5,10
Twitter Ads,DE|SN|Brand,10/17/19,11,14
Twitter Ads,DE|SN|Brand,10/18/19,6,10
Twitter Ads,DE|SN|Brand,10/19/19,4,11
Twitter Ads,DE|SN|Brand,10/20/19,6,13
Twitter Ads,DE|SN|Brand,10/21/19,2,5
Twitter Ads,DE|SN|Brand,10/22/19,5,10
Twitter Ads,DE|SN|Brand,10/23/19,8,14
Twitter Ads,DE|SN|Brand,10/24/19,0,4
Twitter Ads,DE|SN|Brand,10/25/19,7,14
Twitter Ads,DE|SN|Brand,10/26/19,4,13
Twitter Ads,DE|SN|Brand,10/27/19,3,13
Twitter Ads,DE|SN|Brand,10/28/19,3,13
Twitter Ads,DE|SN|Brand,10/29/19,11,21
Twitter Ads,DE|SN|Brand,10/30/19,8,15
Twitter Ads,DE|SN|Brand,10/31/19,8,17
Twitter Ads,DE|SN|Brand,11/01/19,3,8
Twitter Ads,DE|SN|Brand,11/02/19,3,6
Twitter Ads,DE|SN|Brand,11/03/19,4,14
Twitter Ads,DE|SN|Brand,11/04/19,6,13
Twitter Ads,DE|SN|Brand,11/05/19,3,14
Twitter Ads,DE|SN|Brand,11/06/19,7,24
Twitter Ads,DE|SN|Brand,11/07/19,5,8
Twitter Ads,DE|SN|Brand,11/08/19,3,13
Twitter Ads,DE|SN|Brand,11/09/19,3,8
Twitter Ads,DE|SN|Brand,11/10/19,8,19
Twitter Ads,DE|SN|Brand,11/11/19,5,13
Twitter Ads,DE|SN|Brand,11/12/19,9,13
Twitter Ads,DE|SN|Brand,11/13/19,3,7
Twitter Ads,DE|SN|Brand,11/14/19,6,12
Twitter Ads,DE|SN|Brand,11/15/19,2,14
Twitter Ads,DE|SN|Brand,11/16/19,6,15
Twitter Ads,DE|SN|Brand,11/17/19,3,10
Twitter Ads,DE|SN|Brand,11/18/19,5,11
Twitter Ads,DE|SN|Brand,11/19/19,7,12
Twitter Ads,DE|SN|Brand,11/20/19,9,16
Twitter Ads,DE|SN|Brand,11/21/19,8,17
Twitter Ads,DE|SN|Brand,11/22/19,8,14
Twitter Ads,DE|SN|Brand,11/23/19,6,10
Twitter Ads,DE|SN|Brand,11/24/19,7,12
Twitter Ads,DE|SN|Brand,11/25/19,4,15
Twitter Ads,DE|SN|Brand,11/26/19,5,17
Twitter Ads,DE|SN|Brand,11/27/19,5,15
Twitter Ads,DE|SN|Brand,11/28/19,5,11
Twitter Ads,DE|SN|Brand,11/29/19,5,12
Twitter Ads,DE|SN|Brand,11/30/19,4,17
Twitter Ads,DE|SN|Brand,12/01/19,8,13
Twitter Ads,DE|SN|Brand,12/02/19,10,20
Twitter Ads,DE|SN|Brand,12/03/19,12,35
Twitter Ads,DE|SN|Brand,12/04/19,7,18
Twitter Ads,DE|SN|Brand,12/05/19,7,16
Twitter Ads,DE|SN|Brand,12/06/19,7,17
Twitter Ads,DE|SN|Brand,12/07/19,2,14
Twitter Ads,DE|SN|Brand,12/08/19,9,25
Twitter Ads,DE|SN|Brand,12/09/19,5,23
Twitter Ads,DE|SN|Brand,12/10/19,11,31
Twitter Ads,DE|SN|Brand,12/11/19,10,22
Twitter Ads,DE|SN|Brand,12/12/19,19,49
Twitter Ads,DE|SN|Brand,12/13/19,15,28
Twitter Ads,DE|SN|Brand,12/14/19,13,34
Twitter Ads,DE|SN|Brand,12/15/19,10,30
Twitter Ads,DE|SN|Brand,12/16/19,20,45
Twitter Ads,DE|SN|Brand,12/17/19,11,32
Twitter Ads,DE|SN|Brand,12/18/19,13,29
Twitter Ads,DE|SN|Brand,12/19/19,18,46
Twitter Ads,DE|SN|Brand,12/20/19,15,34
Twitter Ads,DE|SN|Brand,12/21/19,15,24
Twitter Ads,DE|SN|Brand,12/22/19,11,28
Twitter Ads,DE|SN|Brand,12/23/19,6,17
Twitter Ads,DE|SN|Brand,12/24/19,15,19
Twitter Ads,DE|SN|Brand,12/25/19,9,20
Twitter Ads,DE|SN|Brand,12/26/19,18,25
Twitter Ads,DE|SN|Brand,12/27/19,11,27
Twitter Ads,DE|SN|Brand,12/28/19,10,45
Twitter Ads,DE|SN|Brand,12/29/19,17,41
Twitter Ads,DE|SN|Brand,12/30/19,13,37
Twitter Ads,DE|SN|Brand,12/31/19,7,21
Twitter Ads,DE|SN|Longboard|Generisch,01/24/19,11,219
Twitter Ads,DE|SN|Longboard|Generisch,01/25/19,24,423
Twitter Ads,DE|SN|Longboard|Generisch,01/26/19,59,683
Twitter Ads,DE|SN|Longboard|Generisch,01/27/19,54,676
Twitter Ads,DE|SN|Longboard|Generisch,01/28/19,52,609
Twitter Ads,DE|SN|Longboard|Generisch,01/29/19,53,574
Twitter Ads,DE|SN|Longboard|Generisch,01/30/19,21,381
Twitter Ads,DE|SN|Longboard|Generisch,01/31/19,10,309
Twitter Ads,DE|SN|Longboard|Generisch,02/01/19,16,355
Twitter Ads,DE|SN|Longboard|Generisch,02/02/19,56,484
Twitter Ads,DE|SN|Longboard|Generisch,02/03/19,52,630
Twitter Ads,DE|SN|Longboard|Generisch,02/04/19,55,615
Twitter Ads,DE|SN|Longboard|Generisch,02/05/19,59,503
Twitter Ads,DE|SN|Longboard|Generisch,02/06/19,29,424
Twitter Ads,DE|SN|Longboard|Generisch,02/07/19,36,434
Twitter Ads,DE|SN|Longboard|Generisch,02/08/19,44,545
Twitter Ads,DE|SN|Longboard|Generisch,02/09/19,78,838
Twitter Ads,DE|SN|Longboard|Generisch,02/10/19,76,967
Twitter Ads,DE|SN|Longboard|Generisch,02/11/19,66,703
Twitter Ads,DE|SN|Longboard|Generisch,02/12/19,74,841
Twitter Ads,DE|SN|Longboard|Generisch,02/13/19,34,510
Twitter Ads,DE|SN|Longboard|Generisch,02/14/19,1,25
Twitter Ads,DE|SN|Skate|Generisch,01/01/19,7,243
Twitter Ads,DE|SN|Skate|Generisch,01/02/19,12,312
Twitter Ads,DE|SN|Skate|Generisch,01/03/19,16,343
Twitter Ads,DE|SN|Skate|Generisch,01/04/19,11,312
Twitter Ads,DE|SN|Skate|Generisch,01/05/19,12,422
Twitter Ads,DE|SN|Skate|Generisch,01/06/19,13,443
Twitter Ads,DE|SN|Skate|Generisch,01/07/19,17,479
Twitter Ads,DE|SN|Skate|Generisch,01/08/19,18,449
Twitter Ads,DE|SN|Skate|Generisch,01/09/19,18,478
Twitter Ads,DE|SN|Skate|Generisch,01/10/19,10,471
Twitter Ads,DE|SN|Skate|Generisch,01/11/19,23,500
Twitter Ads,DE|SN|Skate|Generisch,01/12/19,23,444
Twitter Ads,DE|SN|Skate|Generisch,01/13/19,14,457
Twitter Ads,DE|SN|Skate|Generisch,01/14/19,27,500
Twitter Ads,DE|SN|Skate|Generisch,01/15/19,25,530
Twitter Ads,DE|SN|Skate|Generisch,01/16/19,22,406
Twitter Ads,DE|SN|Skate|Generisch,01/17/19,26,452
Twitter Ads,DE|SN|Skate|Generisch,01/18/19,24,616
Twitter Ads,DE|SN|Skate|Generisch,01/19/19,37,710
Twitter Ads,DE|SN|Skate|Generisch,01/20/19,26,552
Twitter Ads,DE|SN|Skate|Generisch,01/21/19,31,515
Twitter Ads,DE|SN|Skate|Generisch,01/22/19,37,565
Twitter Ads,DE|SN|Skate|Generisch,01/23/19,32,650
Twitter Ads,DE|SN|Skate|Generisch,01/24/19,16,415
Twitter Ads,DE|SN|Skate|Generisch,01/25/19,51,693
Twitter Ads,DE|SN|Skate|Generisch,01/26/19,56,967
Twitter Ads,DE|SN|Skate|Generisch,01/27/19,52,1101
Twitter Ads,DE|SN|Skate|Generisch,01/28/19,51,791
Twitter Ads,DE|SN|Skate|Generisch,01/29/19,42,773
Twitter Ads,DE|SN|Skate|Generisch,01/30/19,50,855
Twitter Ads,DE|SN|Skate|Generisch,01/31/19,54,629
Twitter Ads,DE|SN|Skate|Generisch,02/01/19,47,707
Twitter Ads,DE|SN|Skate|Generisch,02/02/19,54,921
Twitter Ads,DE|SN|Skate|Generisch,02/03/19,56,717
Twitter Ads,DE|SN|Skate|Generisch,02/04/19,50,732
Twitter Ads,DE|SN|Skate|Generisch,02/05/19,52,700
Twitter Ads,DE|SN|Skate|Generisch,02/06/19,63,715
Twitter Ads,DE|SN|Skate|Generisch,02/07/19,45,662
Twitter Ads,DE|SN|Skate|Generisch,02/08/19,51,874
Twitter Ads,DE|SN|Skate|Generisch,02/09/19,67,1077
Twitter Ads,DE|SN|Skate|Generisch,02/10/19,48,801
Twitter Ads,DE|SN|Skate|Generisch,02/11/19,47,767
Twitter Ads,DE|SN|Skate|Generisch,02/12/19,57,731
Twitter Ads,DE|SN|Skate|Generisch,02/13/19,36,634
Twitter Ads,DE|SN|Skate|Generisch,02/14/19,3,68
Twitter Ads,DE|SN|Skate|Generisch,12/16/19,0,17
Twitter Ads,DE|SN|Skate|Generisch,12/17/19,0,27
Twitter Ads,DE|SN|Skate|Generisch,12/18/19,1,49
Twitter Ads,DE|SN|Skate|Generisch,12/19/19,3,283
Twitter Ads,DE|SN|Skate|Generisch,12/20/19,3,237
Twitter Ads,DE|SN|Skate|Generisch,12/21/19,6,221
Twitter Ads,DE|SN|Skate|Generisch,12/22/19,5,273
Twitter Ads,DE|SN|Skate|Generisch,12/23/19,5,240
Twitter Ads,DE|SN|Skate|Generisch,12/24/19,7,181
Twitter Ads,DE|SN|Skate|Generisch,12/25/19,10,307
Twitter Ads,DE|SN|Skate|Generisch,12/26/19,12,379
Twitter Ads,DE|SN|Skate|Generisch,12/27/19,12,341
Twitter Ads,DE|SN|Skate|Generisch,12/28/19,9,318
Twitter Ads,DE|SN|Skate|Generisch,12/29/19,5,335
Twitter Ads,DE|SN|Skate|Generisch,12/30/19,5,257
Twitter Ads,DE|SN|Skate|Generisch,12/31/19,4,191
Twitter Ads,DE|SN|Skullcandy,01/24/19,6,78
Twitter Ads,DE|SN|Skullcandy,01/25/19,9,104
Twitter Ads,DE|SN|Skullcandy,01/26/19,13,139
Twitter Ads,DE|SN|Skullcandy,01/27/19,6,135
Twitter Ads,DE|SN|Skullcandy,01/28/19,10,146
Twitter Ads,DE|SN|Skullcandy,01/29/19,10,118
Twitter Ads,DE|SN|Skullcandy,01/30/19,6,139
Twitter Ads,DE|SN|Skullcandy,01/31/19,6,123
Twitter Ads,DE|SN|Skullcandy,02/01/19,14,140
Twitter Ads,DE|SN|Skullcandy,02/02/19,11,93
Twitter Ads,DE|SN|Skullcandy,02/03/19,5,154
Twitter Ads,DE|SN|Skullcandy,02/04/19,9,117
Twitter Ads,DE|SN|Skullcandy,02/05/19,8,114
Twitter Ads,DE|SN|Skullcandy,02/06/19,17,147
Twitter Ads,DE|SN|Skullcandy,02/07/19,13,126
Twitter Ads,DE|SN|Skullcandy,02/08/19,4,90
Twitter Ads,DE|SN|Skullcandy,02/09/19,12,150
Twitter Ads,DE|SN|Skullcandy,02/10/19,11,134
Twitter Ads,DE|SN|Skullcandy,02/11/19,9,112
Twitter Ads,DE|SN|Skullcandy,02/12/19,10,130
Twitter Ads,DE|SN|Skullcandy,02/13/19,9,134
Twitter Ads,DE|SN|Skullcandy,02/14/19,2,35
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/24/19,0,14
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/25/19,1,45
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/26/19,0,50
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/27/19,0,19
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/28/19,1,34
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/29/19,1,42
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/30/19,1,40
Twitter Ads,DE|SN|Snow Bindungen|Brands,01/31/19,0,29
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/01/19,0,43
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/02/19,1,41
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/03/19,0,26
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/04/19,1,51
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/05/19,1,44
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/06/19,0,24
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/07/19,1,19
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/08/19,2,38
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/09/19,1,50
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/10/19,1,38
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/11/19,0,39
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/12/19,1,14
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/13/19,1,26
Twitter Ads,DE|SN|Snow Bindungen|Brands,02/14/19,0,4
Twitter Ads,DE|SN|Snowboard|Generisch,01/21/19,17,163
Twitter Ads,DE|SN|Snowboard|Generisch,01/22/19,9,61
Twitter Ads,DE|SN|Snowboard|Generisch,01/23/19,12,56
Twitter Ads,DE|SN|Snowboard|Generisch,01/24/19,56,605
Twitter Ads,DE|SN|Snowboard|Generisch,01/25/19,60,858
Twitter Ads,DE|SN|Snowboard|Generisch,01/26/19,59,694
Twitter Ads,DE|SN|Snowboard|Generisch,01/27/19,119,1678
Twitter Ads,DE|SN|Snowboard|Generisch,01/28/19,131,1591
Twitter Ads,DE|SN|Snowboard|Generisch,01/29/19,140,1888
Twitter Ads,DE|SN|Snowboard|Generisch,01/30/19,136,1982
Twitter Ads,DE|SN|Snowboard|Generisch,01/31/19,143,1702
Twitter Ads,DE|SN|Snowboard|Generisch,02/01/19,168,2136
Twitter Ads,DE|SN|Snowboard|Generisch,02/02/19,163,1847
Twitter Ads,DE|SN|Snowboard|Generisch,02/03/19,166,2053
Twitter Ads,DE|SN|Snowboard|Generisch,02/04/19,174,1897
Twitter Ads,DE|SN|Snowboard|Generisch,02/05/19,177,1974
Twitter Ads,DE|SN|Snowboard|Generisch,02/06/19,182,2088
Twitter Ads,DE|SN|Snowboard|Generisch,02/07/19,178,2048
Twitter Ads,DE|SN|Snowboard|Generisch,02/08/19,185,2013
Twitter Ads,DE|SN|Snowboard|Generisch,02/09/19,199,2414
Twitter Ads,DE|SN|Snowboard|Generisch,02/10/19,202,2534
Twitter Ads,DE|SN|Snowboard|Generisch,02/11/19,208,2966
Twitter Ads,DE|SN|Snowboard|Generisch,02/12/19,162,2730
Twitter Ads,DE|SN|Snowboard|Generisch,02/13/19,182,2359
Twitter Ads,DE|SN|Snowboard|Generisch,02/14/19,21,465
Twitter Ads,DE|SN|Snowboards|Brands,01/01/19,4,147
Twitter Ads,DE|SN|Snowboards|Brands,01/02/19,12,263
Twitter Ads,DE|SN|Snowboards|Brands,01/03/19,7,243
Twitter Ads,DE|SN|Snowboards|Brands,01/04/19,14,273
Twitter Ads,DE|SN|Snowboards|Brands,01/05/19,9,258
Twitter Ads,DE|SN|Snowboards|Brands,01/06/19,7,257
Twitter Ads,DE|SN|Snowboards|Brands,01/07/19,4,208
Twitter Ads,DE|SN|Snowboards|Brands,01/08/19,11,268
Twitter Ads,DE|SN|Snowboards|Brands,01/09/19,11,239
Twitter Ads,DE|SN|Snowboards|Brands,01/10/19,2,162
Twitter Ads,DE|SN|Snowboards|Brands,01/11/19,5,158
Twitter Ads,DE|SN|Snowboards|Brands,01/12/19,8,225
Twitter Ads,DE|SN|Snowboards|Brands,01/13/19,12,211
Twitter Ads,DE|SN|Snowboards|Brands,01/14/19,4,199
Twitter Ads,DE|SN|Snowboards|Brands,01/15/19,9,205
Twitter Ads,DE|SN|Snowboards|Brands,01/16/19,1,158
Twitter Ads,DE|SN|Snowboards|Brands,01/17/19,2,192
Twitter Ads,DE|SN|Snowboards|Brands,01/18/19,5,248
Twitter Ads,DE|SN|Snowboards|Brands,01/19/19,7,192
Twitter Ads,DE|SN|Snowboards|Brands,01/20/19,6,246
Twitter Ads,DE|SN|Snowboards|Brands,01/21/19,22,243
Twitter Ads,DE|SN|Snowboards|Brands,01/22/19,7,272
Twitter Ads,DE|SN|Snowboards|Brands,01/23/19,8,201
Twitter Ads,DE|SN|Snowboards|Brands,01/24/19,8,126
Twitter Ads,DE|SN|Snowboards|Brands,01/25/19,8,176
Twitter Ads,DE|SN|Snowboards|Brands,01/26/19,23,315
Twitter Ads,DE|SN|Snowboards|Brands,01/27/19,9,287
Twitter Ads,DE|SN|Snowboards|Brands,01/28/19,17,274
Twitter Ads,DE|SN|Snowboards|Brands,01/29/19,15,267
Twitter Ads,DE|SN|Snowboards|Brands,01/30/19,16,209
Twitter Ads,DE|SN|Snowboards|Brands,01/31/19,5,178
Twitter Ads,DE|SN|Snowboards|Brands,02/01/19,16,256
Twitter Ads,DE|SN|Snowboards|Brands,02/02/19,14,354
Twitter Ads,DE|SN|Snowboards|Brands,02/03/19,8,248
Twitter Ads,DE|SN|Snowboards|Brands,02/04/19,8,309
Twitter Ads,DE|SN|Snowboards|Brands,02/05/19,9,210
Twitter Ads,DE|SN|Snowboards|Brands,02/06/19,4,165
Twitter Ads,DE|SN|Snowboards|Brands,02/07/19,3,96
Twitter Ads,DE|SN|Snowboards|Brands,02/08/19,8,145
Twitter Ads,DE|SN|Snowboards|Brands,02/09/19,26,331
Twitter Ads,DE|SN|Snowboards|Brands,02/10/19,10,166
Twitter Ads,DE|SN|Snowboards|Brands,02/11/19,8,133
Twitter Ads,DE|SN|Snowboards|Brands,02/12/19,10,147
Twitter Ads,DE|SN|Snowboards|Brands,02/13/19,3,160
Twitter Ads,DE|SN|Snowboards|Brands,02/14/19,0,13
Twitter Ads,DE|SN|Snowboards|Brands,12/17/19,6,167
Twitter Ads,DE|SN|Snowboards|Brands,12/18/19,12,269
Twitter Ads,DE|SN|Snowboards|Brands,12/19/19,3,188
Twitter Ads,DE|SN|Snowboards|Brands,12/20/19,12,230
Twitter Ads,DE|SN|Snowboards|Brands,12/21/19,6,184
Twitter Ads,DE|SN|Snowboards|Brands,12/22/19,5,166
Twitter Ads,DE|SN|Snowboards|Brands,12/23/19,6,212
Twitter Ads,DE|SN|Snowboards|Brands,12/24/19,4,107
Twitter Ads,DE|SN|Snowboards|Brands,12/25/19,7,218
Twitter Ads,DE|SN|Snowboards|Brands,12/26/19,4,206
Twitter Ads,DE|SN|Snowboards|Brands,12/27/19,6,183
Twitter Ads,DE|SN|Snowboards|Brands,12/28/19,6,213
Twitter Ads,DE|SN|Snowboards|Brands,12/29/19,10,233
Twitter Ads,DE|SN|Snowboards|Brands,12/30/19,6,213
Twitter Ads,DE|SN|Snowboards|Brands,12/31/19,5,111
Twitter Ads,DE|SN|Snow Helme|Brands,01/24/19,0,3
Twitter Ads,DE|SN|Snow Helme|Brands,01/25/19,1,7
Twitter Ads,DE|SN|Snow Helme|Brands,01/26/19,3,19
Twitter Ads,DE|SN|Snow Helme|Brands,01/27/19,2,7
Twitter Ads,DE|SN|Snow Helme|Brands,01/28/19,4,15
Twitter Ads,DE|SN|Snow Helme|Brands,01/29/19,3,33
Twitter Ads,DE|SN|Snow Helme|Brands,01/30/19,3,22
Twitter Ads,DE|SN|Snow Helme|Brands,01/31/19,1,18
Twitter Ads,DE|SN|Snow Helme|Brands,02/01/19,1,6
Twitter Ads,DE|SN|Snow Helme|Brands,02/02/19,2,17
Twitter Ads,DE|SN|Snow Helme|Brands,02/03/19,1,9
Twitter Ads,DE|SN|Snow Helme|Brands,02/04/19,0,8
Twitter Ads,DE|SN|Snow Helme|Brands,02/05/19,1,15
Twitter Ads,DE|SN|Snow Helme|Brands,02/06/19,1,2
Twitter Ads,DE|SN|Snow Helme|Brands,02/07/19,1,18
Twitter Ads,DE|SN|Snow Helme|Brands,02/08/19,1,14
Twitter Ads,DE|SN|Snow Helme|Brands,02/09/19,2,25
Twitter Ads,DE|SN|Snow Helme|Brands,02/10/19,1,7
Twitter Ads,DE|SN|Snow Helme|Brands,02/11/19,1,36
Twitter Ads,DE|SN|Snow Helme|Brands,02/12/19,3,14
Twitter Ads,DE|SN|Snow Helme|Brands,02/13/19,1,7
Twitter Ads,DE|SN|Snow Hosen|Brands,01/16/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,01/17/19,0,7
Twitter Ads,DE|SN|Snow Hosen|Brands,01/18/19,0,12
Twitter Ads,DE|SN|Snow Hosen|Brands,01/19/19,0,10
Twitter Ads,DE|SN|Snow Hosen|Brands,01/20/19,1,4
Twitter Ads,DE|SN|Snow Hosen|Brands,01/21/19,0,1
Twitter Ads,DE|SN|Snow Hosen|Brands,01/22/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,01/24/19,0,8
Twitter Ads,DE|SN|Snow Hosen|Brands,01/25/19,0,6
Twitter Ads,DE|SN|Snow Hosen|Brands,01/26/19,0,11
Twitter Ads,DE|SN|Snow Hosen|Brands,01/27/19,0,8
Twitter Ads,DE|SN|Snow Hosen|Brands,01/28/19,0,2
Twitter Ads,DE|SN|Snow Hosen|Brands,01/29/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,01/30/19,0,4
Twitter Ads,DE|SN|Snow Hosen|Brands,01/31/19,0,4
Twitter Ads,DE|SN|Snow Hosen|Brands,02/01/19,1,5
Twitter Ads,DE|SN|Snow Hosen|Brands,02/02/19,0,9
Twitter Ads,DE|SN|Snow Hosen|Brands,02/04/19,0,3
Twitter Ads,DE|SN|Snow Hosen|Brands,02/05/19,0,5
Twitter Ads,DE|SN|Snow Hosen|Brands,02/06/19,0,3
Twitter Ads,DE|SN|Snow Hosen|Brands,02/08/19,1,6
Twitter Ads,DE|SN|Snow Hosen|Brands,02/09/19,0,12
Twitter Ads,DE|SN|Snow Hosen|Brands,02/10/19,0,6
Twitter Ads,DE|SN|Snow Hosen|Brands,02/11/19,0,8
Twitter Ads,DE|SN|Snow Hosen|Brands,02/12/19,0,8
Twitter Ads,DE|SN|Snow Hosen|Brands,02/13/19,0,6
Twitter Ads,DE|SN|Snow Jacken,01/24/19,0,6
Twitter Ads,DE|SN|Snow Jacken,01/25/19,1,19
Twitter Ads,DE|SN|Snow Jacken,01/26/19,0,23
Twitter Ads,DE|SN|Snow Jacken,01/27/19,0,23
Twitter Ads,DE|SN|Snow Jacken,01/28/19,0,16
Twitter Ads,DE|SN|Snow Jacken,01/29/19,0,29
Twitter Ads,DE|SN|Snow Jacken,01/30/19,0,32
Twitter Ads,DE|SN|Snow Jacken,01/31/19,0,10
Twitter Ads,DE|SN|Snow Jacken,02/01/19,2,16
Twitter Ads,DE|SN|Snow Jacken,02/02/19,2,26
Twitter Ads,DE|SN|Snow Jacken,02/03/19,1,33
Twitter Ads,DE|SN|Snow Jacken,02/04/19,1,11
Twitter Ads,DE|SN|Snow Jacken,02/05/19,1,14
Twitter Ads,DE|SN|Snow Jacken,02/06/19,0,16
Twitter Ads,DE|SN|Snow Jacken,02/07/19,0,19
Twitter Ads,DE|SN|Snow Jacken,02/08/19,1,34
Twitter Ads,DE|SN|Snow Jacken,02/09/19,3,43
Twitter Ads,DE|SN|Snow Jacken,02/10/19,1,29
Twitter Ads,DE|SN|Snow Jacken,02/11/19,6,46
Twitter Ads,DE|SN|Snow Jacken,02/12/19,2,35
Twitter Ads,DE|SN|Snow Jacken,02/13/19,6,44
Twitter Ads,DE|SN|Snow Jacken,02/14/19,0,4
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/24/19,2,69
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/25/19,2,141
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/26/19,0,140
Twitter Ads,DE|SN|Snow Schuhe|Brands,01/27/19,1,76
